location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°C,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20200313T0100,8.560529,76.0,20.393293,290.67444
20200313T0200,8.070529,73.0,21.273533,293.9625
20200313T0300,7.3905287,74.0,20.945072,294.36246
20200313T0400,6.1005287,79.0,15.509274,291.8014
20200313T0500,5.5805287,82.0,13.5515,286.99084
20200313T0600,5.040529,82.0,14.372974,292.0679
20200313T0700,4.5905285,79.0,13.358861,284.03625
20200313T0800,5.4105287,71.0,16.454008,280.0806
20200313T0900,6.3405285,62.0,20.478907,280.1247
20200313T1000,7.5505285,54.0,21.485697,278.67316
20200313T1100,8.540529,49.0,21.542923,279.61972
20200313T1200,9.450529,46.0,21.129883,283.7995
20200313T1300,10.520529,42.0,17.309973,286.92752
20200313T1400,11.080529,39.0,15.281989,285.01837
20200313T1500,11.460529,37.0,14.145756,284.74356
20200313T1600,11.430529,36.0,14.118243,289.359
20200313T1700,11.090529,37.0,12.10157,292.75098
20200313T1800,10.350529,40.0,7.8954163,294.22775
20200313T1900,9.690529,42.0,5.0528407,274.08563
20200313T2000,9.030529,45.0,4.3498964,245.55606
20200313T2100,8.450529,46.0,4.896529,197.10272
20200313T2200,7.6505284,47.0,6.849467,176.98721
20200313T2300,6.6205287,50.0,6.151683,159.44395
20200314T0000,6.2605286,51.0,3.5455887,156.0375
20200314T0100,6.1705284,53.0,2.16,180.0
20200314T0200,6.1805286,55.0,3.219938,153.43495
20200314T0300,6.0705285,57.0,2.3051248,141.34018
20200314T0400,5.9705286,59.0,4.2136917,109.9831
20200314T0500,5.4305286,61.0,2.8799999,89.99999
20200314T0600,4.9005284,66.0,4.1046314,105.25512
20200314T0700,4.8205285,67.0,3.8939953,123.69006
20200314T0800,5.8405285,65.0,2.9024127,150.25511
20200314T0900,7.4105287,63.0,1.484318,104.03624
20200314T1000,9.140529,59.0,4.510787,61.38954
20200314T1100,10.260529,53.0,8.225035,23.198593
20200314T1200,10.840529,49.0,9.178235,11.309921
20200314T1300,11.140529,50.0,6.130579,356.63354
20200314T1400,11.720529,44.0,6.519877,353.65985
20200314T1500,12.070529,43.0,7.968939,341.56506
20200314T1600,12.140529,43.0,8.049845,333.43497
20200314T1700,11.940529,43.0,7.9036193,329.93143
20200314T1800,11.200529,46.0,7.289444,339.77515
20200314T1900,9.910529,54.0,6.849467,356.98724
20200314T2000,9.210529,57.0,4.39436,34.99202
20200314T2100,8.630529,60.0,4.73506,98.74616
20200314T2200,8.320529,59.0,6.3690495,137.2906
20200314T2300,7.7405286,59.0,6.792466,147.99461
20200315T0000,6.2205286,67.0,7.8954163,133.15239
20200315T0100,5.0705285,71.0,8.534353,117.64597
20200315T0200,3.9905286,76.0,9.504273,114.623566
20200315T0300,3.2605286,80.0,9.504273,114.623566
20200315T0400,2.2605286,87.0,10.966713,113.19859
20200315T0500,1.8305286,89.0,10.805998,119.981636
20200315T0600,1.4505286,91.0,11.4862,122.19573
20200315T0700,1.3805287,90.0,11.4862,122.19573
20200315T0800,3.6605287,79.0,11.792404,121.26373
20200315T0900,6.7605286,69.0,15.807239,120.06859
20200315T1000,9.450529,61.0,16.79314,120.96376
20200315T1100,11.910529,48.0,16.489416,126.11934
20200315T1200,13.700529,41.0,12.738099,132.70938
20200315T1300,14.870529,41.0,7.5942082,121.429565
20200315T1400,15.860529,39.0,3.8939953,123.69006
20200315T1500,16.31053,38.0,2.1897945,99.46232
20200315T1600,16.40053,39.0,0.35999998,89.99999
20200315T1700,16.180529,41.0,0.71999997,360.0
20200315T1800,15.360529,52.0,1.484318,75.96376
20200315T1900,14.660529,48.0,7.2,143.1301
20200315T2000,10.460529,63.0,11.298495,157.52057
20200315T2100,10.360529,59.0,9.83268,156.2505
20200315T2200,9.370529,60.0,9.178235,154.44003
20200315T2300,9.030529,54.0,8.435069,129.80557
20200316T0000,8.0505295,57.0,8.049845,116.56505
20200316T0100,8.750529,54.0,9.511088,119.47589
20200316T0200,9.020529,51.0,8.534353,117.64597
20200316T0300,8.090529,56.0,9.360001,112.61986
20200316T0400,6.5205283,67.0,8.654986,106.92751
20200316T0500,4.9205284,77.0,5.154415,114.77514
20200316T0600,4.040529,85.0,4.198285,120.96376
20200316T0700,4.7305284,84.0,5.692099,124.69515
20200316T0800,6.0205283,80.0,5.8048253,119.74488
20200316T0900,8.250529,71.0,5.00128,120.25643
20200316T1000,10.400529,62.0,3.319036,130.60129
20200316T1100,12.270529,56.0,2.9024127,119.74488
20200316T1200,14.200529,48.0,4.0249224,116.56505
20200316T1300,14.980529,46.0,3.6179552,95.71059
20200316T1400,16.180529,43.0,5.1544156,102.09476
20200316T1500,16.97053,41.0,3.7585104,106.69924
20200316T1600,17.270529,38.0,2.52,89.99999
20200316T1700,17.13053,37.0,1.4399999,89.99999
20200316T1800,16.57053,44.0,1.5273507,44.999985
20200316T1900,16.07053,38.0,2.4149535,63.43495
20200316T2000,15.450529,41.0,2.5455842,81.869896
20200316T2100,13.940529,48.0,2.9024127,97.125015
20200316T2200,13.450529,49.0,4.3349743,138.36646
20200316T2300,12.700529,55.0,5.04,180.0
20200317T0000,12.110529,63.0,5.4119864,183.81407
20200317T0100,11.170529,66.0,6.489992,176.82018
20200317T0200,11.070529,68.0,6.87779,173.991
20200317T0300,11.3005295,67.0,5.1544156,167.90524
20200317T0400,11.080529,68.0,4.829907,153.43495
20200317T0500,10.580529,67.0,5.0142193,158.9625
20200317T0600,9.980529,66.0,5.0911684,171.8699
20200317T0700,9.510529,68.0,4.8433046,138.01279
20200317T0800,9.780529,71.0,3.8773184,111.80141
20200317T0900,10.950529,71.0,3.6,89.99999
20200317T1000,12.760529,64.0,1.9386592,68.19859
20200317T1100,14.650529,58.0,2.4149535,333.43497
20200317T1200,16.280529,53.0,5.315336,331.69925
20200317T1300,16.670528,58.0,9.19939,329.42078
20200317T1400,16.81053,57.0,8.891343,328.24054
20200317T1500,16.940529,56.0,9.19939,329.42078
20200317T1600,16.98053,56.0,10.464797,333.43497
20200317T1700,17.090528,56.0,10.829958,338.55228
20200317T1800,16.240528,60.0,9.605998,347.00537
20200317T1900,15.060529,65.0,8.766573,340.82098
20200317T2000,14.020529,69.0,8.557102,345.37915
20200317T2100,13.120529,73.0,6.725354,344.4759
20200317T2200,12.070529,78.0,2.8116899,309.80557
20200317T2300,11.620529,80.0,2.4149535,206.56505
20200318T0000,11.400529,81.0,2.9024127,209.74489
20200318T0100,10.940529,83.0,2.1897945,189.46233
20200318T0200,10.610529,85.0,1.8,143.1301
20200318T0300,10.030529,87.0,2.3051248,141.34018
20200318T0400,9.440529,90.0,2.0364676,135.0
20200318T0500,8.980529,93.0,1.8,143.1301
20200318T0600,8.700529,95.0,2.0364676,135.0
20200318T0700,8.3005295,98.0,2.9024127,150.25511
20200318T0800,8.450529,95.0,3.396233,122.00538
20200318T0900,10.3005295,82.0,5.4477882,97.59464
20200318T1000,12.8005295,72.0,6.12,89.99999
20200318T1100,14.950529,68.0,5.00128,59.74356
20200318T1200,16.39053,62.0,5.495161,58.392494
20200318T1300,17.840528,56.0,7.9036193,59.93141
20200318T1400,18.580528,53.0,6.989936,34.508514
20200318T1500,18.87053,52.0,6.849467,3.0127716
20200318T1600,18.690529,54.0,9.826088,351.57306
20200318T1700,18.260529,55.0,9.422101,353.41806
20200318T1800,17.580528,59.0,6.9527545,338.7495
20200318T1900,16.64053,63.0,7.4128532,330.94543
20200318T2000,15.610529,67.0,6.12,331.92752
20200318T2100,14.360529,72.0,3.8268526,311.1859
20200318T2200,13.820529,73.0,3.6179552,264.28943
20200318T2300,13.350529,74.0,4.3498964,245.55606
20200319T0000,12.640529,77.0,4.1046314,254.74487
20200319T0100,12.280529,77.0,4.0249224,243.43495
20200319T0200,12.000529,78.0,3.396233,212.00539
20200319T0300,11.260529,83.0,3.671294,168.69006
20200319T0400,10.630529,87.0,4.0249224,153.43495
20200319T0500,10.410529,88.0,5.00128,149.74356
20200319T0600,10.180529,89.0,4.8965297,143.97263
20200319T0700,9.990529,90.0,4.3349743,131.63353
20200319T0800,10.370529,88.0,3.9763298,95.19443
20200319T0900,12.070529,80.0,5.4119864,93.81408
20200319T1000,14.230529,70.0,4.6938252,94.398705
20200319T1100,15.870529,65.0,1.609969,63.43495
20200319T1200,17.350529,59.0,2.16,360.0
20200319T1300,17.500528,61.0,5.1544156,347.90524
20200319T1400,18.39053,57.0,4.198285,329.03625
20200319T1500,18.920528,53.0,4.3349743,318.36646
20200319T1600,19.020529,52.0,4.1046314,322.12503
20200319T1700,18.670528,53.0,3.563818,315.0
20200319T1800,18.05053,55.0,3.219938,333.43497
20200319T1900,17.430529,55.0,4.68,360.0
20200319T2000,16.90053,58.0,5.0142193,21.037506
20200319T2100,15.910529,62.0,3.4152596,71.56504
20200319T2200,15.190529,66.0,4.8433046,138.01279
20200319T2300,14.480529,68.0,4.5536795,161.56505
20200320T0000,13.680529,71.0,3.2399998,180.0
20200320T0100,13.0505295,73.0,2.8799999,180.0
20200320T0200,12.670529,74.0,3.6,180.0
20200320T0300,12.260529,74.0,3.319036,192.52881
20200320T0400,11.700529,76.0,2.8799999,180.0
20200320T0500,11.220529,77.0,3.0758414,159.44395
20200320T0600,10.940529,79.0,2.9024127,150.25511
20200320T0700,10.910529,79.0,4.0249224,153.43495
20200320T0800,11.520529,79.0,1.8,126.869896
20200320T0900,12.780529,75.0,1.4399999,89.99999
20200320T1000,14.5505295,69.0,0.8049845,333.43497
20200320T1100,16.430529,63.0,3.4152596,288.43497
20200320T1200,16.510529,60.0,6.193674,305.5377
20200320T1300,17.15053,60.0,6.763786,295.2011
20200320T1400,16.840528,60.0,7.5685663,272.72632
20200320T1500,16.63053,59.0,8.4042845,279.8658
20200320T1600,16.22053,60.0,6.130579,266.63354
20200320T1700,15.000529,70.0,6.4096174,218.15723
20200320T1800,12.990529,84.0,11.592895,205.76933
20200320T1900,12.480529,80.0,11.525623,194.47029
20200320T2000,12.470529,81.0,7.208994,177.13759
20200320T2100,12.170529,87.0,6.193674,144.46231
20200320T2200,11.870529,84.0,6.4096174,128.15723
20200320T2300,11.380529,85.0,6.489992,123.69006
20200321T0000,11.020529,88.0,5.154415,114.77514
20200321T0100,10.720529,92.0,4.32,89.99999
20200321T0200,10.390529,96.0,4.2136917,70.016884
20200321T0300,10.200529,96.0,4.5820518,44.999985
20200321T0400,10.090529,96.0,4.2136917,19.983109
20200321T0500,9.840529,96.0,5.04,360.0
20200321T0600,9.200529,95.0,8.12197,347.19574
20200321T0700,8.330529,92.0,10.24578,341.56506
20200321T0800,7.7405286,89.0,12.0694,342.646
20200321T0900,7.8505287,85.0,10.8955765,352.40536
20200321T1000,8.540529,83.0,6.4799995,360.0
20200321T1100,9.720529,79.0,6.519877,6.340164
20200321T1200,9.840529,77.0,10.1376915,353.88452
20200321T1300,9.5505295,74.0,17.935081,349.5923
20200321T1400,9.860529,72.0,17.518356,350.5377
20200321T1500,9.830529,71.0,16.520823,348.69006
20200321T1600,9.730529,71.0,14.332341,348.40784
20200321T1700,9.400529,72.0,12.303366,339.44397
20200321T1800,8.820529,71.0,8.0899935,327.72437
20200321T1900,8.480529,71.0,1.4399999,270.0
20200321T2000,8.330529,66.0,7.4128532,119.054596
20200321T2100,6.6805286,64.0,17.339897,85.23635
20200321T2200,5.8305287,67.0,20.5484,86.98721
20200321T2300,5.2405286,69.0,23.051247,88.21008
20200322T0000,5.0805287,70.0,23.40277,89.11859
20200322T0100,4.8505287,71.0,25.562534,90.80693
20200322T0200,4.7105284,71.0,25.570139,91.61353
20200322T0300,4.5105286,71.0,25.929996,91.59113
20200322T0400,4.1305285,71.0,25.919998,89.99999
20200322T0500,3.9005284,71.0,24.48,89.99999
20200322T0600,3.7605286,72.0,25.20257,90.81845
20200322T0700,3.0905285,76.0,25.922499,90.79572
20200322T0800,3.2805285,74.0,27.359999,89.99999
20200322T0900,4.3605285,69.0,28.8,89.99999
20200322T1000,6.1305285,63.0,32.039997,89.99999
20200322T1100,7.4505286,59.0,33.48,89.99999
20200322T1200,8.580529,55.0,34.201893,89.396904
20200322T1300,11.370529,40.0,33.121956,89.37724
20200322T1400,11.940529,34.0,35.64,89.99999
20200322T1500,11.750529,28.0,36.001797,89.427055
20200322T1600,11.200529,27.0,36.36,89.99999
20200322T1700,10.100529,30.0,35.287346,88.83086
20200322T1800,8.340529,33.0,32.402,89.3634
20200322T1900,5.9805284,36.0,30.96837,88.66778
20200322T2000,4.4005284,38.0,30.259275,87.95459
20200322T2100,3.1805286,41.0,29.179993,87.8789
20200322T2200,2.1205285,43.0,28.8,89.99999
20200322T2300,1.0205287,44.0,28.44,89.99999
20200323T0000,0.37052867,45.0,27.0,89.99999
20200323T0100,-0.039471343,44.0,24.119999,89.99999
20200323T0200,-0.48947132,44.0,21.96,89.99999
20200323T0300,-0.8594713,45.0,21.24305,90.971016
20200323T0400,-1.0894713,45.0,19.8,89.99999
20200323T0500,-1.3594713,45.0,20.957443,94.9271
20200323T0600,-1.6894714,44.0,22.104116,96.54629
20200323T0700,-1.7494713,40.0,22.91026,98.1301
20200323T0800,-0.77947134,35.0,27.193705,96.84277
20200323T0900,0.66052866,32.0,30.141266,97.54941
20200323T1000,3.0505285,28.0,29.381382,97.03793
20200323T1100,5.3205285,23.0,31.845251,95.83949
20200323T1200,7.2005286,20.0,34.711544,95.35581
20200323T1300,8.900529,22.0,28.1169,92.93567
20200323T1400,9.960529,21.0,29.195534,92.82712
20200323T1500,10.110529,21.0,29.957968,94.134674
20200323T1600,9.820529,22.0,29.914679,92.7591
20200323T1700,8.870529,24.0,28.521906,94.34323
20200323T1800,7.4005284,27.0,26.400545,95.47736
20200323T1900,5.2405286,30.0,25.721743,96.42875
20200323T2000,3.5605285,33.0,26.795223,96.17017
20200323T2100,2.4905286,35.0,28.001427,98.1301
20200323T2200,1.7305287,38.0,28.467329,99.46232
20200323T2300,1.1505287,40.0,26.33911,100.2348
20200324T0000,0.6405287,41.0,24.216522,101.14289
20200324T0100,0.31052867,41.0,22.805367,101.84207
20200324T0200,0.030528657,41.0,20.265795,102.308014
20200324T0300,-0.32947135,41.0,17.377226,103.172554
20200324T0400,-0.63947135,41.0,15.463244,102.09476
20200324T0500,-0.89947134,42.0,14.494192,104.381386
20200324T0600,-1.0994713,42.0,13.708391,103.6713
20200324T0700,-0.9894713,39.0,12.074766,100.30484
20200324T0800,0.74052864,34.0,14.04,89.99999
20200324T0900,2.8105285,29.0,19.829433,86.87787
20200324T1000,3.8505285,28.0,24.850431,88.339714
20200324T1100,5.4305286,27.0,26.319422,86.86364
20200324T1200,6.9005284,26.0,29.16889,88.58558
20200324T1300,9.000529,25.0,31.68,89.99999
20200324T1400,9.680529,26.0,32.399998,89.99999
20200324T1500,9.900529,27.0,33.12,89.99999
20200324T1600,9.560529,29.0,33.12,89.99999
20200324T1700,8.930529,31.0,31.698402,91.95251
20200324T1800,7.8205285,34.0,29.215502,93.53228
20200324T1900,6.1405287,38.0,25.241108,93.27049
20200324T2000,4.9405284,41.0,23.039999,89.99999
20200324T2100,4.1005287,42.0,21.96295,90.939186
20200324T2200,3.2405286,45.0,19.08,89.99999
20200324T2300,2.5905285,47.0,14.759999,89.99999
20200325T0000,1.9705287,49.0,9.422101,83.41805
20200325T0100,1.4805287,50.0,3.7064266,60.945396
20200325T0200,-0.07947134,59.0,1.5273507,315.0
20200325T0300,-1.0794713,69.0,3.6179552,264.28943
20200325T0400,-1.1594714,70.0,4.802999,282.99463
20200325T0500,-1.9494714,75.0,4.3498964,294.44397
20200325T0600,-2.4294715,79.0,4.1046314,285.25513
20200325T0700,-2.4594715,79.0,4.510787,298.61047
20200325T0800,-1.3994713,72.0,3.319036,310.60132
20200325T0900,0.12052866,63.0,3.8773184,21.801407
20200325T1000,1.8805287,54.0,8.557102,22.249008
20200325T1100,4.0505285,44.0,9.360001,22.619858
20200325T1200,6.7605286,31.0,11.525623,51.34018
20200325T1300,7.1405287,46.0,3.219938,26.565033
20200325T1400,9.560529,36.0,13.397612,83.82981
20200325T1500,10.160529,32.0,24.162945,86.583405
20200325T1600,9.990529,33.0,26.795223,83.82981
20200325T1700,9.270529,36.0,27.551172,83.24643
20200325T1800,8.190529,38.0,24.993439,78.36636
20200325T1900,6.6005287,42.0,17.654688,69.71744
20200325T2000,5.1005287,46.0,14.021525,60.802513
20200325T2100,4.000529,50.0,11.770403,66.571304
20200325T2200,3.0905285,53.0,10.308831,77.905235
20200325T2300,2.1005285,57.0,7.69592,79.2157
20200326T0000,1.1605287,61.0,1.9386592,21.801407
20200326T0100,0.32052866,67.0,3.7585104,286.69925
20200326T0200,-0.32947135,69.0,5.4119864,273.8141
20200326T0300,-0.7894713,72.0,6.28713,256.7595
20200326T0400,-1.1194713,74.0,6.193674,234.46233
20200326T0500,-1.2494713,73.0,4.6102495,218.65982
20200326T0600,-1.2494713,71.0,4.6800003,157.38013
20200326T0700,-1.1794714,67.0,10.163227,112.9321
20200326T0800,-0.37947133,63.0,17.992796,109.88516
20200326T0900,1.9405286,56.0,16.418526,105.25512
20200326T1000,4.4705286,49.0,12.964998,91.59113
20200326T1100,6.3905287,48.0,9.585739,55.71312
20200326T1200,7.9205284,47.0,11.525623,1.7899017
20200326T1300,7.6205287,49.0,14.84318,345.96375
20200326T1400,9.190529,45.0,16.327497,345.96375
20200326T1500,10.390529,44.0,14.494192,345.61862
20200326T1600,11.250529,41.0,6.12,360.0
20200326T1700,11.530529,40.0,5.0528407,94.08562
20200326T1800,11.690529,36.0,7.754637,68.19859
20200326T1900,10.990529,35.0,7.653705,48.81407
20200326T2000,8.880529,45.0,8.654986,16.927505
20200326T2100,6.1205287,59.0,7.9932976,7.765167
20200326T2200,4.6105285,70.0,3.319036,347.4712
20200326T2300,3.7605286,76.0,4.6102495,231.3402
20200327T0000,3.4005284,79.0,6.725354,254.47589
20200327T0100,2.6705287,82.0,6.725354,285.5241
20200327T0200,1.9705287,86.0,5.937272,284.03625
20200327T0300,1.6805286,86.0,4.32,270.0
20200327T0400,1.6505287,86.0,1.2979984,236.30994
20200327T0500,1.5805286,86.0,0.8049845,206.56505
20200327T0600,1.0205287,89.0,1.0182338,44.999985
20200327T0700,0.73052865,92.0,1.609969,63.43495
20200327T0800,2.0605285,86.0,1.835647,101.30993
20200327T0900,4.3205285,74.0,2.5455842,98.1301
20200327T1000,6.7505283,64.0,4.2136917,70.016884
20200327T1100,9.180529,56.0,5.00128,30.256424
20200327T1200,11.280529,52.0,7.9526596,354.8056
20200327T1300,11.680529,47.0,9.36,360.0
20200327T1400,12.560529,49.0,11.720751,349.38034
20200327T1500,13.160529,50.0,12.413476,343.1416
20200327T1600,13.590529,48.0,14.799459,341.56506
20200327T1700,13.400529,52.0,16.516901,343.53998
20200327T1800,12.650529,56.0,15.596767,341.14685
20200327T1900,11.090529,63.0,12.904882,329.8586
20200327T2000,9.660529,68.0,9.449572,319.63547
20200327T2100,8.5505295,73.0,4.3498964,294.44397
20200327T2200,7.8505287,74.0,2.968636,255.96376
20200327T2300,7.5205283,74.0,4.0249224,243.43495
20200328T0000,7.4305286,72.0,4.6938257,237.52881
20200328T0100,7.4405284,71.0,5.3517847,227.72632
20200328T0200,7.1605287,71.0,5.8603754,222.51045
20200328T0300,6.6205287,73.0,4.6938257,212.47119
20200328T0400,6.2105284,76.0,3.219938,206.56505
20200328T0500,6.3105288,76.0,3.219938,206.56505
20200328T0600,6.290529,78.0,3.319036,220.6013
20200328T0700,6.3305287,79.0,2.3051248,218.65982
20200328T0800,6.9705286,77.0,2.0991426,329.03625
20200328T0900,8.490529,71.0,3.219938,333.43497
20200328T1000,10.510529,65.0,4.8965297,323.97263
20200328T1100,12.540529,60.0,7.9036193,329.93143
20200328T1200,14.250529,56.0,11.440979,335.85446
20200328T1300,12.0505295,68.0,6.696387,323.74615
20200328T1400,13.340529,65.0,6.989936,325.4915
20200328T1500,15.320529,59.0,8.427383,340.0169
20200328T1600,15.920529,56.0,10.446206,358.0251
20200328T1700,15.860529,54.0,10.495713,5.906128
20200328T1800,15.180529,57.0,10.182337,8.130096
20200328T1900,13.990529,64.0,9.0,360.0
20200328T2000,12.8005295,67.0,7.2,360.0
20200328T2100,11.940529,68.0,5.0528407,355.91437
20200328T2200,10.890529,73.0,2.2768397,71.56504
20200328T2300,10.010529,76.0,4.73506,81.25384
20200329T0000,8.570529,78.0,2.52,360.0
20200329T0100,7.6405287,82.0,5.8603754,312.51044
20200329T0200,6.4405284,78.0,9.387651,327.5288
20200329T0300,6.3805285,74.0,11.119281,330.94543
20200329T0400,6.0005283,74.0,18.1041,342.646
20200329T0500,4.7205286,77.0,20.858265,338.7495
20200329T0600,3.6305285,80.0,22.73707,336.6823
20200329T0700,3.1705287,81.0,24.36325,341.0296
20200329T0800,3.2405286,78.0,26.072052,342.3156
20200329T0900,4.3905287,74.0,26.654589,343.52313
20200329T1000,4.7005286,72.0,28.038431,344.35776
20200329T1100,4.1405287,74.0,28.387545,347.55
20200329T1200,4.6705284,71.0,26.121714,352.875
20200329T1300,3.8005285,82.0,28.387545,347.55
20200329T1400,4.0105286,82.0,26.6327,350.665
20200329T1500,3.8705285,82.0,24.162945,356.5834
20200329T1600,3.6705287,82.0,20.674158,7.001251
20200329T1700,4.0105286,81.0,15.463244,12.094757
20200329T1800,4.3805285,81.0,10.182337,8.130096
20200329T1900,3.8705285,89.0,10.440001,360.0
20200329T2000,4.0105286,86.0,16.62249,4.9697266
20200329T2100,4.0305285,83.0,16.965895,17.281494
20200329T2200,3.9205287,82.0,17.377226,13.172546
20200329T2300,3.4805286,83.0,20.418695,9.130173
20200330T0000,2.6405284,87.0,22.963936,9.019318
20200330T0100,3.6405284,73.0,21.868332,32.905228
20200330T0200,3.5405285,67.0,21.94524,41.009094
20200330T0300,3.2305286,66.0,21.203358,40.179214
20200330T0400,2.6905286,65.0,20.620804,45.70732
20200330T0500,1.9305286,67.0,17.339897,48.366455
20200330T0600,1.2905287,66.0,18.723461,52.028397
20200330T0700,1.3105286,64.0,20.674156,54.92624
20200330T0800,1.8505287,61.0,23.188583,62.241455
20200330T0900,2.8205285,58.0,27.009598,68.90766
20200330T1000,4.2705283,56.0,29.28418,69.1142
20200330T1100,5.6605287,52.0,30.926493,65.22487
20200330T1200,6.6805286,48.0,32.571545,69.96279
20200330T1300,8.830529,39.0,29.834423,70.25316
20200330T1400,9.410529,35.0,29.882166,68.07041
20200330T1500,9.560529,32.0,28.412645,67.659355
20200330T1600,9.470529,29.0,27.381308,65.11963
20200330T1700,9.020529,28.0,26.242987,63.083435
20200330T1800,8.130529,30.0,23.584808,58.736267
20200330T1900,6.4305286,35.0,18.668005,50.47737
20200330T2000,4.3405285,41.0,16.704155,52.88314
20200330T2100,2.9205287,45.0,12.245293,65.69545
20200330T2200,1.6605287,49.0,8.427383,70.016884
20200330T2300,0.7005287,52.0,4.896529,72.89727
20200331T0000,-0.08947134,50.0,2.0991426,59.036232
20200331T0100,-1.0794713,55.0,1.609969,333.43497
20200331T0200,-2.0194714,62.0,3.8268526,311.1859
20200331T0300,-2.2594714,67.0,5.154415,294.77515
20200331T0400,-1.8994713,64.0,4.6800003,292.61987
20200331T0500,-1.8794713,64.0,5.2416787,285.9454
20200331T0600,-2.1494715,67.0,5.1544156,282.09476
20200331T0700,-2.1194715,70.0,4.73506,278.74615
20200331T0800,-0.77947134,66.0,2.9024127,330.25513
20200331T0900,1.7605287,59.0,8.089993,69.14554
20200331T1000,6.3305287,39.0,20.5484,86.98721
20200331T1100,7.3405285,42.0,23.78453,87.39744
20200331T1200,8.240529,41.0,23.73271,80.39479
20200331T1300,9.990529,32.0,18.35647,78.69006
20200331T1400,10.580529,33.0,17.581125,79.38034
20200331T1500,10.820529,33.0,17.377226,76.827446
20200331T1600,10.820529,32.0,16.965895,72.7185
20200331T1700,10.410529,33.0,16.418526,74.74488
20200331T1800,9.620529,35.0,16.09969,79.695145
20200331T1900,8.080529,39.0,14.081478,85.60129
20200331T2000,6.3005285,43.0,14.044615,88.53119
20200331T2100,4.3305287,48.0,13.698934,86.98721
20200331T2200,3.1405284,51.0,11.885453,91.7357
20200331T2300,2.2305286,53.0,11.367109,100.954056
20200401T0000,1.3505287,56.0,11.792404,102.33909
20200401T0100,0.80052865,57.0,10.538843,97.85332
20200401T0200,0.070528656,60.0,4.6938252,94.398705
20200401T0300,-0.7394713,65.0,0.5091169,225.0
20200401T0400,-1.2194713,68.0,1.5273507,225.0
20200401T0500,-1.4094714,70.0,2.16,180.0
20200401T0600,-1.5794713,71.0,2.6208394,164.0546
20200401T0700,-1.2094713,70.0,1.0182338,135.0
20200401T0800,0.36052868,63.0,1.9386592,68.19859
20200401T0900,2.0805285,58.0,3.6,36.86989
20200401T1000,4.1605287,54.0,5.634891,26.565033
20200401T1100,6.7605286,48.0,6.2145634,10.00798
20200401T1200,8.650529,44.0,7.9526596,5.194412
20200401T1300,10.480529,34.0,6.6087217,29.357742
20200401T1400,11.200529,37.0,6.87779,6.0090027
20200401T1500,11.480529,39.0,7.5685663,357.2737
20200401T1600,11.630529,40.0,7.69592,349.2157
20200401T1700,11.540529,41.0,8.311245,342.34988
20200401T1800,11.100529,41.0,8.311245,342.34988
20200401T1900,9.670529,46.0,9.227524,339.44397
20200401T2000,8.110529,52.0,7.754637,338.1986
20200401T2100,6.7705283,56.0,5.6233797,320.19443
20200401T2200,5.8605285,58.0,3.6,270.0
20200401T2300,5.4805284,57.0,4.198285,239.03624
20200402T0000,5.2505283,57.0,4.39436,235.00798
20200402T0100,4.8605285,58.0,3.219938,243.43495
20200402T0200,4.4605284,59.0,2.0364676,225.0
20200402T0300,3.9505286,61.0,1.8,180.0
20200402T0400,3.6905286,62.0,2.7416782,156.8014
20200402T0500,3.6005285,62.0,4.0249224,153.43495
20200402T0600,3.6805286,61.0,4.39436,124.99202
20200402T0700,3.8005285,64.0,2.8799999,89.99999
20200402T0800,4.9905286,62.0,0.71999997,89.99999
20200402T0900,6.7205286,56.0,1.2979984,326.30994
20200402T1000,8.820529,49.0,4.3349743,311.63354
20200402T1100,10.690529,44.0,8.587338,303.02386
20200402T1200,12.150529,41.0,11.681987,303.69006
20200402T1300,13.110529,49.0,11.720751,280.61966
20200402T1400,13.700529,46.0,13.797912,277.49585
20200402T1500,14.010529,43.0,15.683776,279.24612
20200402T1600,14.110529,38.0,18.079027,282.65256
20200402T1700,13.590529,40.0,18.0036,281.5346
20200402T1800,12.830529,43.0,15.683776,279.24612
20200402T1900,11.170529,49.0,12.959999,270.0
20200402T2000,9.910529,51.0,12.496719,258.36636
20200402T2100,9.030529,53.0,11.177405,255.06857
20200402T2200,8.150529,56.0,7.8954163,245.77226
20200402T2300,7.5905285,59.0,5.0142193,248.9625
20200403T0000,7.2205286,63.0,3.9763298,264.80557
20200403T0100,6.1805286,67.0,6.162207,263.29016
20200403T0200,5.7705283,64.0,6.9527545,248.7495
20200403T0300,5.1505284,65.0,7.2,233.1301
20200403T0400,3.8605285,70.0,6.297428,210.96376
20200403T0500,3.7905285,68.0,4.6800003,202.61987
20200403T0600,3.5805285,67.0,3.8773184,201.8014
20200403T0700,3.8205285,69.0,3.319036,192.52881
20200403T0800,5.5605288,66.0,3.5455887,293.9625
20200403T0900,7.4605284,62.0,4.8965297,323.97263
20200403T1000,8.860529,56.0,6.6087217,330.64227
